address,"Geocodio Latitude","Geocodio Longitude","Geocodio Accuracy Score","Geocodio Accuracy Type","Geocodio Address Line 1","Geocodio Address Line 2","Geocodio Address Line 3","Geocodio House Number","Geocodio Street","Geocodio Unit Type","Geocodio Unit Number","Geocodio City","Geocodio State","Geocodio County","Geocodio Postal Code","Geocodio Country","Geocodio Source","Census Year","State FIPS","County FIPS","Place Name","Place FIPS","Census Tract Code","Census Block Code","Census Block Group","Full FIPS (block)","Full FIPS (tract)","Metro/Micro Statistical Area Name","Metro/Micro Statistical Area Code","Metro/Micro Statistical Area Type","Combined Statistical Area Name","Combined Statistical Area Code","Metropolitan Division Area Name","Metropolitan Division Area Code","County Subdivision Name","County Subdivision FIPS","County Subdivision Class Code","County Subdivision Class Description"
"2652 LAKE AUSTIN BLVD. Austin TX 78703",30.283152,-97.776379,1,rooftop,"2652 Lake Austin Blvd",,"Austin, TX 78703",2652,"Lake Austin Blvd",,,Austin,TX,"Travis County",78703,US,"Capcog (Capital Area Council of Governments)",2024,48,48453,Austin,4805000,001602,1018,1,484530016021018,48453001602,"Austin-Round Rock-San Marcos, TX",12420,metropolitan,,,,,Austin,90165,Z5,"A statistical county subdivision"
"6111 FM 969 RD Austin TX 78724",30.285659,-97.664584,1,range_interpolation,"6111 Farm To Market Rd 969",,"Austin, TX 78724",6111,"Farm To Market Rd 969",,,Austin,TX,"Travis County",78724,US,"TIGER/Line® from the US Census Bureau",2024,48,48453,Austin,4805000,002214,1011,1,484530022141011,48453002214,"Austin-Round Rock-San Marcos, TX",12420,metropolitan,,,,,Austin,90165,Z5,"A statistical county subdivision"
"5775 AIRPORT BLVD. STE 100 Austin TX 78752",30.322312,-97.713799,1,rooftop,"5775 Airport Blvd","Ste 100","Austin, TX 78752",5775,"Airport Blvd",Ste,100,Austin,TX,"Travis County",78752,US,"Capcog (Capital Area Council of Governments)",2024,48,48453,Austin,4805000,001503,4027,4,484530015034027,48453001503,"Austin-Round Rock-San Marcos, TX",12420,metropolitan,,,,,Austin,90165,Z5,"A statistical county subdivision"
"166 HAGRAVES STE B2-100 Austin TX 78737",30.172203,-97.94303,0.45,street_center,"Texas Trl","Ste B2","Austin, TX 78737",,"Texas Trl",Ste,B2,Austin,TX,"Hays County",78737,US,"TIGER/Line® dataset from the US Census Bureau",2024,48,48209,,,010815,1005,1,482090108151005,48209010815,"Austin-Round Rock-San Marcos, TX",12420,metropolitan,,,,,"Dripping Springs-Wimberley",91075,Z5,"A statistical county subdivision"
"12611 HYMEADOW DR. Austin TX 78729",30.457857,-97.791437,1,rooftop,"12611 Hymeadow Dr",,"Austin, TX 78729",12611,"Hymeadow Dr",,,Austin,TX,"Williamson County",78729,US,"City of Round Rock",2024,48,48491,Austin,4805000,020408,2008,2,484910204082008,48491020408,"Austin-Round Rock-San Marcos, TX",12420,metropolitan,,,,,"Round Rock-Georgetown",93343,Z5,"A statistical county subdivision"
"4970 W. HIGHWAY 290 Austin TX 78735",30.198576,-98.179696,0.97,range_interpolation,"4970 W US-290",,"Dripping Springs, TX 78620",4970,"W US-290",,,"Dripping Springs",TX,"Hays County",78620,US,"TIGER/Line® from the US Census Bureau",2024,48,48209,,,010817,2015,2,482090108172015,48209010817,"Austin-Round Rock-San Marcos, TX",12420,metropolitan,,,,,"Dripping Springs-Wimberley",91075,Z5,"A statistical county subdivision"
"12021 US 290 Austin TX 78737",30.209256,-97.971065,1,rooftop,"12021 W US-290",,"Austin, TX 78737",12021,"W US-290",,,Austin,TX,"Hays County",78737,US,"Capcog (Capital Area Council of Governments)",2024,48,48209,,,010815,1000,1,482090108151000,48209010815,"Austin-Round Rock-San Marcos, TX",12420,metropolitan,,,,,"Dripping Springs-Wimberley",91075,Z5,"A statistical county subdivision"
"6801 S IH-35 1G Austin TX 78744",30.165807,-97.785476,0.7,street_center,"S I-35",,"Austin, TX 78744",,"S I-35",,,Austin,TX,"Travis County",78744,US,"TIGER/Line® dataset from the US Census Bureau",2024,48,48453,Austin,4805000,002451,2010,2,484530024512010,48453002451,"Austin-Round Rock-San Marcos, TX",12420,metropolitan,,,,,Austin,90165,Z5,"A statistical county subdivision"
"900 E BRAKER LANE STE 180 Austin TX 78753",30.376864,-97.673363,1,rooftop,"900 E Braker Ln","Ste 180","Austin, TX 78753",900,"E Braker Ln",Ste,180,Austin,TX,"Travis County",78753,US,"Capcog (Capital Area Council of Governments)",2024,48,48453,Austin,4805000,041500,1003,1,484530415001003,48453041500,"Austin-Round Rock-San Marcos, TX",12420,metropolitan,,,,,Austin,90165,Z5,"A statistical county subdivision"
"5816 N INTERSTATE 35 UNIT B Austin TX 78751",30.729821,-97.645886,0.8,nearest_rooftop_match,"5855 N Interstate Highway 35","Unit B","Georgetown, TX 78633",5855,"N Interstate Highway 35",Unit,B,Georgetown,TX,"Williamson County",78633,US,"City of Round Rock",2024,48,48491,Georgetown,4829336,021603,1042,1,484910216031042,48491021603,"Austin-Round Rock-San Marcos, TX",12420,metropolitan,,,,,Jarrell,91915,Z5,"A statistical county subdivision"
"13125 POND SPRINGS RD #101 Austin TX 78729",30.44403,-97.77577,1,rooftop,"13125 Pond Springs Rd","Ste 101","Austin, TX 78729",13125,"Pond Springs Rd",Ste,101,Austin,TX,"Williamson County",78729,US,"City of Round Rock",2024,48,48491,Austin,4805000,020410,4000,4,484910204104000,48491020410,"Austin-Round Rock-San Marcos, TX",12420,metropolitan,,,,,"Round Rock-Georgetown",93343,Z5,"A statistical county subdivision"
"14401 FM 1826 STE B Austin TX 78737",30.161766,-97.952892,1,range_interpolation,"14401 Farm To Market Rd 1826","Ste B","Austin, TX 78737",14401,"Farm To Market Rd 1826",Ste,B,Austin,TX,"Hays County",78737,US,"TIGER/Line® from the US Census Bureau",2024,48,48209,,,010815,5015,5,482090108165015,48209010816,"Austin-Round Rock-San Marcos, TX",12420,metropolitan,,,,,Kyle-Buda,92065,Z5,"A statistical county subdivision"
"9600 ESCARPMENT BLVD STE 745 Austin TX 78749",30.202684,-97.878783,1,rooftop,"9600 Escarpment Blvd","Ste 745","Austin, TX 78749",9600,"Escarpment Blvd",Ste,745,Austin,TX,"Travis County",78749,US,"Capcog (Capital Area Council of Governments)",2024,48,48453,Austin,4805000,034800,3011,3,484530348003011,48453034800,"Austin-Round Rock-San Marcos, TX",12420,metropolitan,,,,,Austin,90165,Z5,"A statistical county subdivision"
"5212 MENCHACA ROAD Austin TX 78745",30.218858,-97.795557,1,rooftop,"5212 Menchaca Rd",,"Austin, TX 78745",5212,"Menchaca Rd",,,Austin,TX,"Travis County",78745,US,"Capcog (Capital Area Council of Governments)",2024,48,48453,Austin,4805000,030300,2010,2,484530303002010,48453030300,"Austin-Round Rock-San Marcos, TX",12420,metropolitan,,,,,Austin,90165,Z5,"A statistical county subdivision"
"3906 SOUTH CONGRESS AVE Austin TX 78704",30.224033,-97.763865,1,rooftop,"3906 S Congress Ave",,"Austin, TX 78704",3906,"S Congress Ave",,,Austin,TX,"Travis County",78704,US,"Capcog (Capital Area Council of Governments)",2024,48,48453,Austin,4805000,001308,1010,1,484530013081010,48453001308,"Austin-Round Rock-San Marcos, TX",12420,metropolitan,,,,,Austin,90165,Z5,"A statistical county subdivision"
"13414 HARRISGLENN DR Austin TX 78753",30.405926,-97.643343,1,rooftop,"13414 Harrisglenn Dr",,"Austin, TX 78753",13414,"Harrisglenn Dr",,,Austin,TX,"Travis County",78753,US,"Capcog (Capital Area Council of Governments)",2024,48,48453,Austin,4805000,043900,1001,1,484530439001001,48453043900,"Austin-Round Rock-San Marcos, TX",12420,metropolitan,,,,,"Northeast Travis",92807,Z5,"A statistical county subdivision"
"5555 N LAMAR BLVD Austin TX 78751",30.323702,-97.725726,1,rooftop,"5555 N Lamar Blvd",,"Austin, TX 78751",5555,"N Lamar Blvd",,,Austin,TX,"Travis County",78751,US,"Capcog (Capital Area Council of Governments)",2024,48,48453,Austin,4805000,001503,1006,1,484530015031006,48453001503,"Austin-Round Rock-San Marcos, TX",12420,metropolitan,,,,,Austin,90165,Z5,"A statistical county subdivision"
"1402 E 38TH I/2 ST Austin TX 78722",30.293259,-97.716424,1,range_interpolation,"1402 E 38th 1/2 St",,"Austin, TX 78722",1402,"E 38th 1/2 St",,,Austin,TX,"Travis County",78722,US,"TIGER/Line® from the US Census Bureau",2024,48,48453,Austin,4805000,000307,1006,1,484530004011006,48453000401,"Austin-Round Rock-San Marcos, TX",12420,metropolitan,,,,,Austin,90165,Z5,"A statistical county subdivision"
"3424 GREYSTONE DR Austin TX 78731",30.357597,-97.747546,1,rooftop,"3424 Greystone Dr",,"Austin, TX 78731",3424,"Greystone Dr",,,Austin,TX,"Travis County",78731,US,"Capcog (Capital Area Council of Governments)",2024,48,48453,Austin,4805000,032300,2006,2,484530323002006,48453032300,"Austin-Round Rock-San Marcos, TX",12420,metropolitan,,,,,Austin,90165,Z5,"A statistical county subdivision"
"1610 E PARMER LANE Austin TX 78753",30.387791,-97.64881,1,rooftop,"1610 E Parmer Ln",,"Austin, TX 78753",1610,"E Parmer Ln",,,Austin,TX,"Travis County",78753,US,"Capcog (Capital Area Council of Governments)",2024,48,48453,Austin,4805000,043900,2013,2,484530439002013,48453043900,"Austin-Round Rock-San Marcos, TX",12420,metropolitan,,,,,"Northeast Travis",92807,Z5,"A statistical county subdivision"
"2101 SOUTH 1ST STREET STE-A Austin TX 78704",30.244755,-97.757329,1,rooftop,"2101 S 1st St","Ste A","Austin, TX 78704",2101,"S 1st St",Ste,A,Austin,TX,"Travis County",78704,US,"Capcog (Capital Area Council of Governments)",2024,48,48453,Austin,4805000,001312,2025,2,484530013122025,48453001312,"Austin-Round Rock-San Marcos, TX",12420,metropolitan,,,,,Austin,90165,Z5,"A statistical county subdivision"
"8100 N. I 35 SVRD Austin TX 78753",30.343443,-97.698185,0.92,rooftop,"8100 N I-35 Svrd Sb","I 35","Austin, TX 78753",8100,"N I-35 Svrd Sb",,"I 35",Austin,TX,"Travis County",78753,US,"Statewide (CC 0 Texas Natural Resources Information System)",2024,48,48453,Austin,4805000,040000,3000,3,484530400003000,48453040000,"Austin-Round Rock-San Marcos, TX",12420,metropolitan,,,,,Austin,90165,Z5,"A statistical county subdivision"
"1918 ROSEWOOD AVE Austin TX 78702",30.270075,-97.718276,1,rooftop,"1918 Rosewood Ave",,"Austin, TX 78702",1918,"Rosewood Ave",,,Austin,TX,"Travis County",78702,US,"Capcog (Capital Area Council of Governments)",2024,48,48453,Austin,4805000,000804,1012,1,484530008041012,48453000804,"Austin-Round Rock-San Marcos, TX",12420,metropolitan,,,,,Austin,90165,Z5,"A statistical county subdivision"
"6414 ED BLUESTEIN BLVD Austin TX 78723",30.301853,-97.660828,1,range_interpolation,"6414 Ed Bluestein Blvd",,"Austin, TX 78723",6414,"Ed Bluestein Blvd",,,Austin,TX,"Travis County",78723,US,"TIGER/Line® from the US Census Bureau",2024,48,48453,Austin,4805000,002214,1001,1,484530022141001,48453002214,"Austin-Round Rock-San Marcos, TX",12420,metropolitan,,,,,Austin,90165,Z5,"A statistical county subdivision"
"11655 RESEARCH BLVD Austin TX 78759",30.414111,-97.746935,0.73,nearest_rooftop_match,"11570 Research Blvd Nb",,"Austin, TX 78759",11570,"Research Blvd Nb",,,Austin,TX,"Travis County",78759,US,"City of Austin (Public Domain)",2024,48,48453,Austin,4805000,002500,2023,2,484530025002023,48453002500,"Austin-Round Rock-San Marcos, TX",12420,metropolitan,,,,,"Northwest Travis",92857,Z5,"A statistical county subdivision"
"6501 S CONGRESS Austin TX 78745",30.195247,-97.777415,1,rooftop,"6501 S Congress Ave",,"Austin, TX 78745",6501,"S Congress Ave",,,Austin,TX,"Travis County",78745,US,"Capcog (Capital Area Council of Governments)",2024,48,48453,Austin,4805000,002443,3003,3,484530024433003,48453002443,"Austin-Round Rock-San Marcos, TX",12420,metropolitan,,,,,Austin,90165,Z5,"A statistical county subdivision"
"2222 RIO GRANDE ST STE 175 Austin TX 78705",30.286859,-97.745019,1,rooftop,"2222 Rio Grande St","Unit C175","Austin, TX 78705",2222,"Rio Grande St",Unit,C175,Austin,TX,"Travis County",78705,US,"Capcog (Capital Area Council of Governments)",2024,48,48453,Austin,4805000,000607,2002,2,484530006072002,48453000607,"Austin-Round Rock-San Marcos, TX",12420,metropolitan,,,,,Austin,90165,Z5,"A statistical county subdivision"
"10601 FM 2222 SUITE F Austin TX 78730",30.393108,-97.844081,1,rooftop,"10601 Farm To Market Rd 2222","Ste F","Austin, TX 78730",10601,"Farm To Market Rd 2222",Ste,F,Austin,TX,"Travis County",78730,US,"Capcog (Capital Area Council of Governments)",2024,48,48453,Austin,4805000,032900,3003,3,484530329003003,48453032900,"Austin-Round Rock-San Marcos, TX",12420,metropolitan,,,,,"Northwest Travis",92857,Z5,"A statistical county subdivision"
"1520 E RUNDBERG LN Austin TX 78754",30.350506,-97.674942,1,rooftop,"1520 E Rundberg Ln",,"Austin, TX 78753",1520,"E Rundberg Ln",,,Austin,TX,"Travis County",78753,US,"Capcog (Capital Area Council of Governments)",2024,48,48453,Austin,4805000,043500,3040,3,484530435003040,48453043500,"Austin-Round Rock-San Marcos, TX",12420,metropolitan,,,,,Austin,90165,Z5,"A statistical county subdivision"
"13015 DESSAU RD Austin TX 78754",30.398733,-97.641218,1,rooftop,"13015 Dessau Rd",,"Austin, TX 78754",13015,"Dessau Rd",,,Austin,TX,"Travis County",78754,US,"Capcog (Capital Area Council of Governments)",2024,48,48453,,,044900,2010,2,484530449002010,48453044900,"Austin-Round Rock-San Marcos, TX",12420,metropolitan,,,,,"Northeast Travis",92807,Z5,"A statistical county subdivision"
"5629 N LAMAR BLVD STE 100 Austin TX 78751",30.325388,-97.726423,1,rooftop,"5629 N Lamar Blvd","Ste 100","Austin, TX 78751",5629,"N Lamar Blvd",Ste,100,Austin,TX,"Travis County",78751,US,"Capcog (Capital Area Council of Governments)",2024,48,48453,Austin,4805000,001503,1006,1,484530015031006,48453001503,"Austin-Round Rock-San Marcos, TX",12420,metropolitan,,,,,Austin,90165,Z5,"A statistical county subdivision"
"7826 HIGHWAY 290 W UNIT 101 Austin TX 78736",30.229388,-97.888638,1,range_interpolation,"7826 US-290","Unit 101","Austin, TX 78736",7826,US-290,Unit,101,Austin,TX,"Travis County",78736,US,"TIGER/Line® from the US Census Bureau",2024,48,48453,Austin,4805000,033000,1015,1,484530330001015,48453033000,"Austin-Round Rock-San Marcos, TX",12420,metropolitan,,,,,"Southwest Travis",93688,Z5,"A statistical county subdivision"
"4906 BURLESON RD Austin TX 78744",30.212429,-97.730081,1,rooftop,"4906 Burleson Rd",,"Austin, TX 78744",4906,"Burleson Rd",,,Austin,TX,"Travis County",78744,US,"Capcog (Capital Area Council of Governments)",2024,48,48453,Austin,4805000,002447,2005,2,484530024472005,48453002447,"Austin-Round Rock-San Marcos, TX",12420,metropolitan,,,,,Austin,90165,Z5,"A statistical county subdivision"
"11300 N INTERSTATE 35 Austin TX 78753",30.805359,-97.614618,0.79,nearest_rooftop_match,"11250 N Interstate Highway 35",,"Jarrell, TX 76537",11250,"N Interstate Highway 35",,,Jarrell,TX,"Williamson County",76537,US,"Statewide TX",2024,48,48491,Jarrell,4837396,021601,3023,3,484910216013023,48491021601,"Austin-Round Rock-San Marcos, TX",12420,metropolitan,,,,,Jarrell,91915,Z5,"A statistical county subdivision"
"30 N INTERSTATE 35 Austin TX 78701",30.046486,-97.841935,0.84,range_interpolation,"30 Interstate Dr",,"Buda, TX 78610",30,"Interstate Dr",,,Buda,TX,"Hays County",78610,US,"TIGER/Line® from the US Census Bureau",2024,48,48209,Buda,4811080,010913,2040,2,482090109132040,48209010913,"Austin-Round Rock-San Marcos, TX",12420,metropolitan,,,,,Kyle-Buda,92065,Z5,"A statistical county subdivision"
"6303 CAMERON RD Austin TX 78723",30.320156,-97.695958,1,rooftop,"6303 Cameron Rd",,"Austin, TX 78723",6303,"Cameron Rd",,,Austin,TX,"Travis County",78723,US,"Capcog (Capital Area Council of Governments)",2024,48,48453,Austin,4805000,002104,1003,1,484530021041003,48453002104,"Austin-Round Rock-San Marcos, TX",12420,metropolitan,,,,,Austin,90165,Z5,"A statistical county subdivision"
"11118 S 1ST ST UNIT 100 Austin TX 78748",30.144363,-97.805233,1,rooftop,"11118 S 1st St","Unit 100","Austin, TX 78748",11118,"S 1st St",Unit,100,Austin,TX,"Travis County",78748,US,"Capcog (Capital Area Council of Governments)",2024,48,48453,Austin,4805000,002407,2013,2,484530024072013,48453002407,"Austin-Round Rock-San Marcos, TX",12420,metropolitan,,,,,Austin,90165,Z5,"A statistical county subdivision"
"8218 BURNET RD Austin TX 78757",30.361802,-97.729865,1,rooftop,"8218 Burnet Rd",,"Austin, TX 78757",8218,"Burnet Rd",,,Austin,TX,"Travis County",78757,US,"Capcog (Capital Area Council of Governments)",2024,48,48453,Austin,4805000,040400,2009,2,484530404002009,48453040400,"Austin-Round Rock-San Marcos, TX",12420,metropolitan,,,,,Austin,90165,Z5,"A statistical county subdivision"
"5212 MENCHACA RD Austin TX 78745",30.218858,-97.795557,1,rooftop,"5212 Menchaca Rd",,"Austin, TX 78745",5212,"Menchaca Rd",,,Austin,TX,"Travis County",78745,US,"Capcog (Capital Area Council of Governments)",2024,48,48453,Austin,4805000,030300,2010,2,484530303002010,48453030300,"Austin-Round Rock-San Marcos, TX",12420,metropolitan,,,,,Austin,90165,Z5,"A statistical county subdivision"
"13541 RANCH ROAD 620 N Austin TX 78717",30.473477,-97.779294,1,range_interpolation,"13541 Ranch Rd 620 N",,"Austin, TX 78717",13541,"Ranch Rd 620 N",,,Austin,TX,"Williamson County",78717,US,"TIGER/Line® from the US Census Bureau",2024,48,48491,Austin,4805000,020408,1001,1,484910204081001,48491020408,"Austin-Round Rock-San Marcos, TX",12420,metropolitan,,,,,"Round Rock-Georgetown",93343,Z5,"A statistical county subdivision"
"2410 E RIVERSIDE DR STE C1 Austin TX 78741",30.236786,-97.724237,1,rooftop,"2410 E Riverside Dr","Ste B1","Austin, TX 78741",2410,"E Riverside Dr",Ste,B1,Austin,TX,"Travis County",78741,US,"Capcog (Capital Area Council of Governments)",2024,48,48453,Austin,4805000,002304,3008,3,484530023043008,48453002304,"Austin-Round Rock-San Marcos, TX",12420,metropolitan,,,,,Austin,90165,Z5,"A statistical county subdivision"
"8807 N LAMAR BLVD UNIT C Austin TX 78753",30.356501,-97.700632,1,rooftop,"8807 N Lamar Blvd","Unit C","Austin, TX 78753",8807,"N Lamar Blvd",Unit,C,Austin,TX,"Travis County",78753,US,"Capcog (Capital Area Council of Governments)",2024,48,48453,Austin,4805000,043200,3000,3,484530432003000,48453043200,"Austin-Round Rock-San Marcos, TX",12420,metropolitan,,,,,Austin,90165,Z5,"A statistical county subdivision"
"500 W WILLIAM CANNON DR STE 51 Austin TX 78745",30.19655,-97.785112,1,rooftop,"500 W William Cannon Dr","Ste 51","Austin, TX 78745",500,"W William Cannon Dr",Ste,51,Austin,TX,"Travis County",78745,US,"Capcog (Capital Area Council of Governments)",2024,48,48453,Austin,4805000,002444,3002,3,484530024443002,48453002444,"Austin-Round Rock-San Marcos, TX",12420,metropolitan,,,,,Austin,90165,Z5,"A statistical county subdivision"
"12401 TECH RIDGE BLVD STE 102 Austin TX 78753",30.398653,-97.668333,1,rooftop,"12401 Tech Ridge Blvd","Ste 102","Austin, TX 78753",12401,"Tech Ridge Blvd",Ste,102,Austin,TX,"Travis County",78753,US,"Capcog (Capital Area Council of Governments)",2024,48,48453,Austin,4805000,044000,2009,2,484530440002009,48453044000,"Austin-Round Rock-San Marcos, TX",12420,metropolitan,,,,,"Northeast Travis",92807,Z5,"A statistical county subdivision"
"6104 S 1ST ST STE 101 Austin TX 78745",30.202725,-97.784985,1,rooftop,"6104 S 1st St","Ste 101","Austin, TX 78745",6104,"S 1st St",Ste,101,Austin,TX,"Travis County",78745,US,"Capcog (Capital Area Council of Governments)",2024,48,48453,Austin,4805000,002410,2002,2,484530024102002,48453002410,"Austin-Round Rock-San Marcos, TX",12420,metropolitan,,,,,Austin,90165,Z5,"A statistical county subdivision"
"6800 JOHNNY MORRIS RDFLOOR UNI SUITE 1102 Austin TX 78724",30.301262,-97.647949,1,rooftop,"6800 Johnny Morris Rd","Ste 1102","Austin, TX 78724",6800,"Johnny Morris Rd",Ste,1102,Austin,TX,"Travis County",78724,US,"Capcog (Capital Area Council of Governments)",2024,48,48453,Austin,4805000,002220,1022,1,484530022201022,48453002220,"Austin-Round Rock-San Marcos, TX",12420,metropolitan,,,,,Austin,90165,Z5,"A statistical county subdivision"
"4610 RANCH ROAD 620 N Austin TX 78732",30.389205,-97.890731,1,range_interpolation,"4610 Ranch Road 620 N",,"Austin, TX 78732",4610,"Ranch Road 620 N",,,Austin,TX,"Travis County",78732,US,"TIGER/Line® from the US Census Bureau",2024,48,48453,"Steiner Ranch",4870154,034900,1001,1,484530349001001,48453034900,"Austin-Round Rock-San Marcos, TX",12420,metropolitan,,,,,"Northwest Travis",92857,Z5,"A statistical county subdivision"
"3515 N LAMAR BLVD Austin TX 78705",30.304005,-97.743571,1,rooftop,"3515 N Lamar Blvd",,"Austin, TX 78705",3515,"N Lamar Blvd",,,Austin,TX,"Travis County",78705,US,"Capcog (Capital Area Council of Governments)",2024,48,48453,Austin,4805000,000204,1001,1,484530002041001,48453000204,"Austin-Round Rock-San Marcos, TX",12420,metropolitan,,,,,Austin,90165,Z5,"A statistical county subdivision"
